MonthlyCharges,data_source,StreamingMovies,Partner,value,PhoneService,InternetService,StreamingTV,OnlineSecurity,MultipleLines,Dependents,DeviceProtection,SeniorCitizen,TotalCharges,TechSupport,gender ,PaperlessBilling,tenure,Churn,OnlineBackup,PaymentMethod,Contract,customerID
35.4,other,No,Yes,151642.0,No,DSL,No,Yes,No phone service,Yes,Yes,0.0,1412.4,No,Female,No,41.0,No,No,Credit card (automatic),One year,4032-RMHCI
84.8,other,,,151642.0,,,,,,,,,1990.5,,Male,Yes,,No,,Mailed check,One year,6840-RESVB
94.45,other,Yes,No,151642.0,Yes,Fiber optic,No,No,Yes,No,No,0.0,5124.6,Yes,Male,Yes,56.0,Yes,Yes,Electronic check,Month-to-month,3143-ILDAL
90.15,other,Yes,Yes,151642.0,Yes,Fiber optic,No,No,Yes,No,Yes,0.0,2423.4,No,Female,No,27.0,No,No,Bank transfer (automatic),Month-to-month,1173-NOEYG
20.5,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,20.5,No internet service,Female,No,1.0,Yes,No internet service,Mailed check,Month-to-month,2002-MZHWP
49.2,other,No,Yes,151642.0,Yes,DSL,No,No,No,No,No,0.0,1498.55,Yes,Female,Yes,31.0,,No,Mailed check,Month-to-month,4926-UMJZD
79.6,other,No,No,151642.0,Yes,Fiber optic,No,No,No,No,Yes,0.0,5461.45,No,Male,No,68.0,No,Yes,Credit card (automatic),One year,6869-FGJJC
19.55,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,543.8,No internet service,Female,Yes,28.0,No,No internet service,Bank transfer (automatic),Month-to-month,6506-EYCNH
74.3,other,No,No,151642.0,Yes,Fiber optic,No,No,No,No,No,0.0,74.3,Yes,Male,Yes,1.0,No,No,Mailed check,Month-to-month,2468-SJFLM
19.3,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,228.75,No internet service,Female,No,12.0,No,No internet service,Mailed check,One year,5602-BVFMK
19.6,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,314.45,No internet service,Female,No,16.0,No,No internet service,Mailed check,Month-to-month,6036-TTFYU
53.8,other,No,Yes,151642.0,Yes,DSL,No,No,No,No,No,0.0,1389.85,Yes,Male,Yes,27.0,No,Yes,Electronic check,Month-to-month,1134-YWTYF
35.1,other,Yes,Yes,151642.0,No,DSL,No,No,No phone service,No,No,0.0,68.75,No,Female,Yes,2.0,Yes,No,Electronic check,Month-to-month,2485-ITVKB
105.4,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,1.0,6998.95,Yes,Female,No,69.0,No,Yes,Credit card (automatic),Two year,6048-UWKAL
60.95,other,No,No,151642.0,Yes,DSL,No,Yes,Yes,Yes,No,0.0,134.6,No,Male,No,2.0,No,Yes,Bank transfer (automatic),Month-to-month,3090-LETTY
49.4,other,No,No,151642.0,Yes,DSL,No,No,No,No,No,0.0,408.25,Yes,Female,No,8.0,No,No,Electronic check,Month-to-month,5780-INQIK
69.35,other,No,No,151642.0,Yes,Fiber optic,No,No,No,No,No,0.0,69.35,No,Male,Yes,1.0,Yes,No,Electronic check,Month-to-month,3428-XZMAZ
90.6,other,No,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,0.0,1943.2,Yes,Male,Yes,23.0,Yes,No,Electronic check,Month-to-month,0376-YMCJC
99.35,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,Yes,No,0.0,6856.45,Yes,Male,Yes,69.0,No,No,Electronic check,Two year,4419-UJMUS
60.7,other,Yes,Yes,151642.0,Yes,DSL,No,No,No,No,Yes,1.0,1597.4,No,Female,No,26.0,No,No,Mailed check,One year,7105-MXJLL
63.55,other,No,Yes,151642.0,Yes,DSL,No,Yes,No,Yes,Yes,0.0,4014.2,Yes,Female,No,63.0,No,Yes,Mailed check,Two year,9786-YWNHU
75.5,other,No,Yes,151642.0,Yes,Fiber optic,No,Yes,No,No,No,0.0,2324.7,No,Female,Yes,32.0,No,No,Bank transfer (automatic),Month-to-month,3522-CDKHF
100.0,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,No,Yes,No,0.0,1888.65,Yes,Male,No,19.0,Yes,Yes,Bank transfer (automatic),One year,6849-OYAMU
85.05,other,Yes,Yes,151642.0,Yes,Fiber optic,No,No,No,No,No,0.0,999.8,No,Male,Yes,12.0,No,Yes,Credit card (automatic),Month-to-month,4536-PLEQY
85.85,other,No,Yes,151642.0,Yes,Fiber optic,No,No,No,Yes,Yes,0.0,4793.8,Yes,Male,Yes,56.0,No,Yes,Mailed check,One year,9711-FJTBX
20.05,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,1386.9,No internet service,Female,No,68.0,No,No internet service,Bank transfer (automatic),Two year,5848-FHRFC
109.1,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,0.0,4454.25,Yes,Female,Yes,41.0,No,Yes,Bank transfer (automatic),One year,4567-AKPIA
20.75,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,499.4,No internet service,Male,Yes,25.0,No,No internet service,Mailed check,Two year,3458-IDMFK
105.5,other,Yes,No,151642.0,Yes,Fiber optic,Yes,Yes,No,No,Yes,0.0,2686.05,Yes,Male,Yes,25.0,No,No,Electronic check,Month-to-month,5129-JLPIS
95.65,other,No,Yes,151642.0,Yes,Fiber optic,No,Yes,Yes,No,Yes,1.0,5471.75,Yes,Female,No,56.0,No,Yes,Electronic check,One year,7629-WFGLW
54.75,other,Yes,No,151642.0,Yes,DSL,No,No,No,No,No,0.0,438.05,No,Male,Yes,8.0,No,No,Credit card (automatic),Month-to-month,5515-RUGKN
109.2,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,0.0,7878.3,Yes,Male,No,72.0,No,Yes,Bank transfer (automatic),Two year,6614-FHDBO
24.85,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,Yes,No,No internet service,0.0,62,No internet service,Male,No,2.0,No,No internet service,Mailed check,Month-to-month,8713-IGZSO
19.75,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,145,No internet service,Female,Yes,8.0,Yes,No internet service,Mailed check,One year,2667-WYLWJ
95.65,other,No,No,151642.0,Yes,Fiber optic,Yes,Yes,No,No,Yes,0.0,4664.2,No,Female,Yes,46.0,No,Yes,Credit card (automatic),One year,8910-ICHIU
97.55,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,No,Yes,Yes,0.0,5598,No,Male,Yes,57.0,No,Yes,Credit card (automatic),One year,1573-LGXBA
77.15,other,No,No,151642.0,Yes,Fiber optic,No,No,Yes,No,No,0.0,77.15,No,Female,Yes,1.0,Yes,No,Electronic check,Month-to-month,2609-IAICY
79.3,other,Yes,No,151642.0,Yes,DSL,Yes,Yes,Yes,No,Yes,0.0,2427.1,No,Female,Yes,30.0,No,No,Credit card (automatic),One year,8080-POTJR
20.15,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,91.4,No internet service,Female,No,4.0,No,No internet service,Electronic check,Month-to-month,6469-QJKZW
64.45,other,No,Yes,151642.0,Yes,DSL,No,Yes,Yes,Yes,Yes,0.0,4720,No,Male,No,72.0,No,Yes,Credit card (automatic),Two year,7860-KSUGX
85.3,other,No,No,151642.0,Yes,Fiber optic,Yes,No,No,No,No,0.0,420.45,No,Female,Yes,5.0,No,Yes,Mailed check,Month-to-month,2135-DQWAQ
54.75,other,Yes,No,151642.0,No,DSL,No,Yes,No phone service,No,Yes,0.0,2348.45,Yes,Female,Yes,42.0,No,Yes,Electronic check,One year,1708-PBBOA
79.15,other,No,Yes,151642.0,Yes,Fiber optic,No,Yes,No,Yes,No,0.0,4018.55,No,Female,Yes,51.0,No,Yes,Bank transfer (automatic),Month-to-month,3128-YOVTD
92.85,other,Yes,Yes,151642.0,Yes,Fiber optic,No,No,Yes,Yes,Yes,0.0,5980.75,No,Female,Yes,64.0,No,Yes,Electronic check,One year,5312-IRCFR
92.9,other,No,Yes,151642.0,Yes,Fiber optic,Yes,No,No,Yes,Yes,0.0,2768.35,Yes,Male,No,28.0,No,Yes,Bank transfer (automatic),One year,5149-CUZUJ
19.65,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,244.8,No internet service,Female,No,13.0,No,No internet service,Electronic check,One year,0956-SYCWG
61.6,other,No,Yes,151642.0,Yes,DSL,No,Yes,No,Yes,Yes,0.0,1611,No,Male,Yes,25.0,No,Yes,Bank transfer (automatic),One year,0074-HDKDG
49.25,other,Yes,No,151642.0,No,DSL,Yes,No,No phone service,No,No,0.0,255.6,Yes,Female,Yes,6.0,No,No,Mailed check,One year,8124-NZVGJ
52.1,other,No,No,151642.0,Yes,DSL,No,Yes,No,Yes,No,0.0,670.65,No,Male,Yes,13.0,No,No,Credit card (automatic),Month-to-month,5639-NTUPK
20.15,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,238.15,No internet service,Female,No,9.0,No,No internet service,Bank transfer (automatic),Month-to-month,2791-SFVEW
74.4,other,No,No,151642.0,Yes,Fiber optic,No,No,No,No,No,1.0,2276.95,No,Female,Yes,32.0,Yes,Yes,Electronic check,Month-to-month,6022-UGGSO
86.7,other,Yes,No,151642.0,Yes,DSL,Yes,Yes,No,No,Yes,0.0,5309.5,Yes,Male,Yes,63.0,No,Yes,Bank transfer (automatic),Two year,4006-HKYHO
66.8,other,Yes,Yes,151642.0,No,DSL,Yes,Yes,No phone service,No,Yes,0.0,4689.15,Yes,Female,No,71.0,No,Yes,Bank transfer (automatic),One year,1866-DIOQZ
86.1,other,No,Yes,151642.0,Yes,Fiber optic,No,Yes,No,No,Yes,0.0,3551.65,No,Male,Yes,43.0,No,Yes,Credit card (automatic),Month-to-month,2716-GFZOR
102.1,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,1.0,6688.1,Yes,Male,No,64.0,No,No,Electronic check,One year,8979-CAMGB
19.6,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,1441.65,No internet service,Female,No,68.0,No,No internet service,Credit card (automatic),Two year,3274-NSDWE
26.0,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,0.0,1638.7,No internet service,Female,No,62.0,No,No internet service,Bank transfer (automatic),Two year,6485-QXWWE
19.5,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,470.2,No internet service,Female,Yes,23.0,No,No internet service,Mailed check,Month-to-month,9391-TTOYH
19.4,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,61.05,No internet service,Female,No,2.0,No,No internet service,Mailed check,Month-to-month,2308-STERM
116.25,other,Yes,No,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,0.0,3899.05,Yes,Male,No,34.0,No,Yes,Credit card (automatic),One year,4374-YMUSQ
70.2,other,No,Yes,151642.0,Yes,Fiber optic,No,No,No,Yes,No,0.0,1046.5,No,Female,No,14.0,No,No,Electronic check,Month-to-month,7296-PIXQY
96.8,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,0.0,5283.95,No,Male,Yes,55.0,Yes,No,Electronic check,Month-to-month,1264-BYWMS
19.85,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,1128.1,No internet service,Female,No,60.0,No,No internet service,Bank transfer (automatic),Two year,7114-AEOZE
20.65,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,93.55,No internet service,Male,No,5.0,No,No internet service,Bank transfer (automatic),Month-to-month,3675-EQOZA
74.0,other,No,No,151642.0,Yes,DSL,Yes,Yes,Yes,No,Yes,0.0,3877.65,Yes,Female,No,52.0,No,No,Credit card (automatic),One year,0810-DHDBD
70.0,other,No,No,151642.0,Yes,Fiber optic,No,No,No,No,No,0.0,740,No,Male,Yes,10.0,Yes,No,Electronic check,Month-to-month,2482-CZGBB
69.75,other,No,Yes,151642.0,Yes,Fiber optic,No,No,No,Yes,No,0.0,3557.7,No,Female,Yes,50.0,No,No,Bank transfer (automatic),Month-to-month,8329-GWVPJ
91.7,other,Yes,Yes,151642.0,Yes,DSL,Yes,Yes,Yes,No,Yes,0.0,6424.7,Yes,Female,Yes,68.0,No,Yes,Electronic check,Two year,1642-HMARX
100.15,other,No,Yes,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,No,0.0,6643.5,Yes,Female,Yes,65.0,No,Yes,Bank transfer (automatic),One year,4837-QUSFT
19.5,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,1026.35,No internet service,Male,No,55.0,No,No internet service,Mailed check,One year,4644-OBGFZ
84.5,other,No,Yes,151642.0,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,0.0,453.75,No,Male,Yes,5.0,Yes,No,Electronic check,Month-to-month,4919-IKATY
86.1,other,Yes,Yes,151642.0,Yes,DSL,Yes,Yes,Yes,No,Yes,0.0,4890.5,No,Male,Yes,58.0,No,Yes,Electronic check,Two year,3259-QMXUN
111.9,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,0.0,8071.05,Yes,Male,Yes,72.0,No,No,Credit card (automatic),Two year,0619-OLYUR
95.3,other,Yes,No,151642.0,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,0.0,3275.15,No,Male,Yes,33.0,No,No,Bank transfer (automatic),Month-to-month,9921-EZKBY
55.3,other,No,Yes,151642.0,Yes,DSL,No,No,No,Yes,Yes,0.0,324.25,No,Male,Yes,6.0,Yes,Yes,Mailed check,Month-to-month,7551-DACSP
90.25,other,No,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,1.0,3838.75,No,Female,Yes,43.0,No,Yes,Electronic check,Month-to-month,8012-SOUDQ
20.45,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,237.3,No internet service,Male,Yes,11.0,No,No internet service,Credit card (automatic),Month-to-month,7706-DZNKK
71.0,other,No,Yes,151642.0,Yes,Fiber optic,No,No,No,Yes,No,0.0,71,No,Male,Yes,1.0,Yes,No,Electronic check,Month-to-month,3422-LYEPQ
101.05,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,1.0,5594,No,Male,Yes,56.0,No,No,Electronic check,Month-to-month,7901-TBKJX
94.7,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,0.0,1687.95,No,Male,Yes,18.0,Yes,No,Electronic check,Month-to-month,5955-ERIHD
50.25,other,No,Yes,151642.0,Yes,DSL,No,No,Yes,No,No,0.0,2203.65,No,Female,Yes,42.0,Yes,No,Electronic check,Month-to-month,3982-XWFZQ
19.85,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,138.85,No internet service,Male,No,6.0,No,No internet service,Credit card (automatic),Month-to-month,4020-KIUDI
69.1,other,No,Yes,151642.0,Yes,Fiber optic,No,No,No,No,No,1.0,1474.75,No,Male,Yes,21.0,Yes,No,Electronic check,Month-to-month,3398-ZOUAA
77.55,other,Yes,Yes,151642.0,Yes,DSL,Yes,Yes,No,Yes,Yes,0.0,5574.35,No,Female,No,71.0,No,No,Credit card (automatic),Two year,8722-PRFDV
59.05,other,No,No,151642.0,Yes,DSL,No,Yes,Yes,No,No,0.0,1253.5,Yes,Female,Yes,22.0,No,No,Mailed check,Month-to-month,2978-XXSOG
82.0,other,No,No,151642.0,Yes,Fiber optic,No,No,Yes,No,No,0.0,184.65,No,Male,Yes,2.0,Yes,Yes,Electronic check,Month-to-month,7314-OXENN
24.8,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,0.0,1424.2,No internet service,Male,Yes,56.0,No,No internet service,Mailed check,Two year,8626-XHBIE
24.4,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,0.0,203.95,No internet service,Male,No,8.0,No,No internet service,Mailed check,One year,7089-RKVSZ
61.55,other,No,No,151642.0,Yes,DSL,No,Yes,Yes,No,No,0.0,1581.95,No,Male,No,26.0,No,Yes,Electronic check,One year,9052-DHNKM
89.5,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,No,No,No,0.0,863.1,No,Male,Yes,10.0,Yes,No,Electronic check,Month-to-month,4112-LUEIZ
50.45,other,No,No,151642.0,Yes,DSL,No,No,No,No,No,0.0,765.45,No,Female,No,14.0,No,Yes,Electronic check,Month-to-month,8967-SZQAS
19.35,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,278.85,No internet service,Male,No,15.0,No,No internet service,Mailed check,Two year,2266-FUBDZ
84.3,other,No,No,151642.0,Yes,Fiber optic,No,Yes,No,No,Yes,0.0,2438.6,No,Male,Yes,30.0,No,Yes,Credit card (automatic),Month-to-month,0215-BQKGS
105.75,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,1.0,2710.25,No,Male,No,26.0,Yes,Yes,Electronic check,Month-to-month,6900-PXRMS
109.55,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,0.0,6118.95,No,Male,No,54.0,No,Yes,Electronic check,Month-to-month,4176-FXYBO
100.9,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,Yes,No,No,No,0.0,6733.15,No,Male,Yes,67.0,No,Yes,Credit card (automatic),One year,8402-EIVQS
84.45,other,Yes,Yes,151642.0,Yes,DSL,Yes,Yes,No,No,Yes,0.0,6033.1,Yes,Male,No,72.0,No,Yes,Mailed check,Two year,5766-FTRTS
82.65,other,No,Yes,151642.0,Yes,Fiber optic,No,No,Yes,No,Yes,0.0,1185,No,Male,Yes,14.0,No,Yes,Electronic check,Month-to-month,4559-UWIHT
19.55,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,19.55,No internet service,Female,Yes,1.0,No,No internet service,Mailed check,Month-to-month,1622-HSHSF
46.2,other,No,No,151642.0,Yes,DSL,No,No,No,No,No,0.0,46.2,No,Male,No,1.0,Yes,No,Credit card (automatic),Month-to-month,3669-OYSJI
78.95,other,No,Yes,151642.0,Yes,Fiber optic,No,No,Yes,No,Yes,0.0,2839.65,No,Female,Yes,37.0,Yes,No,Credit card (automatic),Month-to-month,7627-JKIAZ
20.85,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,1071.6,No internet service,Male,Yes,52.0,No,No internet service,Credit card (automatic),One year,5266-PFRQK
88.85,other,Yes,Yes,151642.0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,0.0,6132.7,Yes,Male,Yes,68.0,No,Yes,Credit card (automatic),Two year,8100-PNJMH
114.3,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,0.0,8244.3,Yes,Male,No,70.0,No,Yes,Credit card (automatic),Two year,7929-SKFGK
101.8,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,No,No,Yes,1.0,1752.45,No,Male,Yes,17.0,No,Yes,Electronic check,Month-to-month,3629-ZNKXA
24.8,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,Yes,No,No internet service,0.0,475.25,No internet service,Female,No,17.0,No,No internet service,Mailed check,Month-to-month,1140-UKVZG
49.45,other,Yes,Yes,151642.0,No,DSL,Yes,No,No phone service,No,No,1.0,2907.55,No,Female,Yes,60.0,No,Yes,Credit card (automatic),Two year,9000-PLFUZ
54.65,other,No,No,151642.0,Yes,DSL,No,No,No,No,No,0.0,1517.5,Yes,Female,No,28.0,No,Yes,Bank transfer (automatic),Month-to-month,9972-NKTFD
25.6,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,0.0,485.9,No internet service,Female,No,19.0,No,No internet service,Mailed check,Two year,3129-AAQOU
74.4,other,Yes,Yes,151642.0,Yes,DSL,Yes,Yes,No,No,No,0.0,1712.9,Yes,Male,No,24.0,No,No,Bank transfer (automatic),One year,0496-AHOOK
93.4,other,No,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,0.0,3756.4,No,Female,Yes,40.0,No,Yes,Bank transfer (automatic),Month-to-month,1685-BQULA
109.5,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,Yes,No,No,Yes,0.0,7534.65,Yes,Male,Yes,70.0,Yes,Yes,Bank transfer (automatic),One year,0748-RDGGM
60.55,other,No,No,151642.0,Yes,DSL,No,Yes,No,No,Yes,0.0,1982.6,No,Female,No,35.0,No,Yes,Electronic check,Month-to-month,0289-IVARM
24.55,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,Yes,No,No internet service,0.0,1657.4,No internet service,Male,No,68.0,No,No internet service,Mailed check,Two year,6484-LATFU
24.0,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,Yes,No,No internet service,0.0,1183.05,No internet service,Female,No,48.0,No,No internet service,Credit card (automatic),Two year,7601-DHFWZ
70.85,other,Yes,Yes,151642.0,Yes,DSL,No,Yes,No,Yes,Yes,0.0,4973.4,Yes,Male,Yes,71.0,No,No,Credit card (automatic),Two year,5846-NEQVZ
95.9,other,Yes,No,151642.0,Yes,Fiber optic,No,No,Yes,No,Yes,1.0,6503.2,No,Male,Yes,68.0,No,Yes,Electronic check,Month-to-month,4989-LIXVT
53.1,other,Yes,No,151642.0,No,DSL,No,Yes,No phone service,No,Yes,0.0,1901.25,Yes,Female,Yes,36.0,No,Yes,Mailed check,Two year,2773-MADBQ
109.25,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,0.0,7707.7,Yes,Female,No,71.0,No,Yes,Electronic check,Two year,6308-CQRBU
76.65,other,No,No,151642.0,Yes,Fiber optic,No,No,No,No,No,0.0,333.6,No,Female,Yes,4.0,Yes,Yes,Bank transfer (automatic),Month-to-month,2919-HBCJO
19.35,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,46.35,No internet service,Male,No,2.0,No,No internet service,Mailed check,Month-to-month,0366-NQSHS
100.0,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,1.0,5509.3,No,Female,Yes,55.0,Yes,No,Electronic check,One year,0727-BMPLR
19.65,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,1008.7,No internet service,Male,No,54.0,No,No internet service,Credit card (automatic),Two year,7427-AUFPY
19.85,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,573.05,No internet service,Female,No,29.0,No,No internet service,Mailed check,Month-to-month,1498-DQNRX
94.65,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,0.0,2104.55,No,Male,Yes,22.0,Yes,No,Credit card (automatic),Month-to-month,4124-MMETB
95.7,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,0.0,4729.75,No,Female,Yes,50.0,No,No,Electronic check,Month-to-month,6212-ATMLK
114.35,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,0.0,7665.8,Yes,Male,Yes,69.0,No,Yes,Bank transfer (automatic),Two year,5375-XLDOF
19.55,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,1079.65,No internet service,Female,No,58.0,No,No internet service,Credit card (automatic),Two year,3777-XROBG
86.95,other,Yes,No,151642.0,Yes,DSL,Yes,Yes,No,No,Yes,0.0,4138.9,Yes,Male,Yes,47.0,No,Yes,Bank transfer (automatic),One year,0840-DCNZE
81.0,other,No,No,151642.0,Yes,Fiber optic,No,No,Yes,No,No,0.0,818.05,No,Female,Yes,10.0,Yes,Yes,Credit card (automatic),Month-to-month,4817-QRJSX
79.5,other,Yes,No,151642.0,Yes,DSL,Yes,No,No,Yes,Yes,0.0,5196.1,Yes,Male,Yes,66.0,No,Yes,Credit card (automatic),Two year,8414-OOEEL
85.6,other,Yes,Yes,151642.0,Yes,Fiber optic,No,No,Yes,Yes,No,0.0,1868.4,No,Female,No,23.0,No,No,Electronic check,Month-to-month,7892-QVYKW
90.05,other,Yes,Yes,151642.0,Yes,DSL,Yes,Yes,Yes,No,Yes,1.0,6333.4,Yes,Male,No,70.0,No,Yes,Credit card (automatic),Two year,1568-BEKZM
91.2,other,No,No,151642.0,Yes,Fiber optic,No,Yes,Yes,No,Yes,0.0,3382.3,No,Female,No,37.0,No,Yes,Bank transfer (automatic),Month-to-month,0365-TRTPY
49.25,other,No,No,151642.0,Yes,DSL,No,No,No,No,No,0.0,97,No,Male,No,2.0,No,Yes,Mailed check,Month-to-month,5948-UJZLF
